id,order_id,customer_id,product_id,created_at,pre_tax_price,price,quantity,fulfillment_status,location_id
2498,1403,3005,2,2019-02-28 09:15:24,8.38,8.99,1,fulfilled,39
2499,1403,3005,9,2019-02-28 09:15:24,4.41,4.64,2,restocked,39
2500,1403,3005,13,2019-02-28 09:15:24,1.4,1.49,2,restocked,39
2501,1404,5768,10,2020-02-04 17:21:08,4.87,5.64,4,restocked,6
2502,1405,9051,3,2020-11-16 19:04:00,15.12,15.99,3,fulfilled,22
2503,1406,1732,11,2022-11-25 13:51:13,5.98,6.33,2,fulfilled,21
2504,1407,4460,6,2021-06-24 18:46:47,8.26,8.98,2,fulfilled,16
2505,1407,4460,13,2021-06-24 18:46:47,1.4,1.49,4,fulfilled,16
2506,1407,4460,8,2021-06-24 18:46:47,4.08,4.75,1,fulfilled,16
2507,1408,5487,4,2020-11-17 13:01:29,9.41,10.59,4,fulfilled,13
2508,1409,1461,4,2020-08-24 23:32:36,9.36,10.59,4,fulfilled,11
2509,1410,1050,9,2022-10-07 00:26:08,4.03,4.64,4,restocked,25
2510,1410,1050,10,2022-10-07 00:26:08,5.35,5.64,2,fulfilled,25
2511,1411,2070,9,2022-08-22 14:53:35,4.21,4.64,3,fulfilled,20
2512,1412,1848,9,2019-10-04 02:17:34,4.39,4.64,1,restocked,22
2513,1413,2559,3,2022-12-06 08:49:49,14.91,15.99,2,fulfilled,49
2514,1413,2559,10,2022-12-06 08:49:49,4.81,5.64,2,fulfilled,49
2515,1413,2559,8,2022-12-06 08:49:49,4.48,4.75,1,fulfilled,49
2516,1413,2559,13,2022-12-06 08:49:49,1.28,1.49,4,fulfilled,49
2517,1414,2505,13,2021-08-14 03:32:54,1.4,1.49,1,fulfilled,48
2518,1415,117,1,2019-03-14 23:07:48,8.57,9.99,2,fulfilled,32
2519,1416,2841,0,2018-05-21 13:23:37,26.98,30.69,3,fulfilled,40
2520,1417,1133,1,2021-06-16 14:36:11,9.47,9.99,1,fulfilled,26
2521,1417,1133,0,2021-06-16 14:36:11,29.14,30.69,4,restocked,26
2522,1418,9801,5,2022-09-04 01:30:08,3.52,4.07,1,restocked,12
2523,1418,9801,11,2022-09-04 01:30:08,5.77,6.33,3,fulfilled,12
2524,1419,346,0,2020-09-04 08:52:43,27.52,30.69,2,fulfilled,35
2525,1419,346,12,2020-09-04 08:52:43,9.66,10.29,4,fulfilled,35
2526,1420,2072,8,2020-06-04 15:47:48,4.51,4.75,4,fulfilled,8
2527,1421,8785,3,2019-03-07 21:11:05,14.34,15.99,2,fulfilled,35
2528,1422,1331,4,2017-11-18 17:30:26,9.84,10.59,4,restocked,34
2529,1422,1331,0,2017-11-18 17:30:26,29.1,30.69,3,fulfilled,34
2530,1422,1331,3,2017-11-18 17:30:26,13.82,15.99,4,fulfilled,34
2531,1423,2490,3,2019-06-26 16:57:28,14.34,15.99,3,fulfilled,35
2532,1424,7589,12,2022-05-31 19:41:39,9.27,10.29,4,restocked,2
2533,1425,7856,2,2019-06-12 19:28:12,8.43,8.99,4,fulfilled,48
2534,1426,6137,3,2018-12-04 12:28:18,14.35,15.99,1,fulfilled,36
2535,1426,6137,8,2018-12-04 12:28:18,4.33,4.75,3,fulfilled,36
2536,1427,8113,8,2022-11-28 21:22:11,4.43,4.75,3,fulfilled,39
2537,1428,2793,11,2020-10-07 15:26:16,5.43,6.33,4,restocked,32
2538,1428,2793,13,2020-10-07 15:26:16,1.32,1.49,3,fulfilled,32
2539,1429,3995,0,2020-06-02 22:16:18,28.78,30.69,4,fulfilled,48
2540,1429,3995,5,2020-06-02 22:16:18,3.58,4.07,2,restocked,48
2541,1430,4422,7,2020-07-19 01:07:17,5.94,6.37,3,restocked,38
2542,1430,4422,5,2020-07-19 01:07:17,3.61,4.07,4,fulfilled,38
2543,1431,6815,3,2022-08-27 03:46:50,13.74,15.99,4,fulfilled,31
2544,1432,2154,8,2022-10-31 23:55:00,4.46,4.75,2,fulfilled,27
2545,1432,2154,4,2022-10-31 23:55:00,9.49,10.59,2,fulfilled,27
2546,1433,1520,8,2022-01-06 20:51:48,4.49,4.75,3,fulfilled,22
2547,1434,2361,6,2018-08-28 06:56:45,7.97,8.98,2,restocked,37
2548,1435,3207,7,2021-01-12 20:24:09,5.88,6.37,3,fulfilled,28
2549,1436,2770,3,2022-04-20 01:59:36,14.35,15.99,4,fulfilled,36
2550,1436,2770,2,2022-04-20 01:59:36,7.98,8.99,1,fulfilled,36
2551,1437,5870,2,2022-12-31 05:35:59,8.04,8.99,1,fulfilled,18
2552,1437,5870,6,2022-12-31 05:35:59,8.07,8.98,2,fulfilled,18
2553,1437,5870,14,2022-12-31 05:35:59,7.91,8.49,3,fulfilled,18
2554,1438,5083,5,2021-07-30 10:09:35,3.7,4.07,1,fulfilled,1
2555,1438,5083,13,2021-07-30 10:09:35,1.41,1.49,3,fulfilled,1
2556,1438,5083,10,2021-07-30 10:09:35,5.25,5.64,2,fulfilled,1
2557,1438,5083,4,2021-07-30 10:09:35,9.38,10.59,2,fulfilled,1
2558,1438,5083,12,2021-07-30 10:09:35,9.56,10.29,1,fulfilled,1
2559,1438,5083,7,2021-07-30 10:09:35,5.93,6.37,4,fulfilled,1
2560,1439,5214,5,2019-05-18 10:19:43,3.81,4.07,3,fulfilled,41
2561,1440,4079,7,2022-12-07 12:09:27,5.93,6.37,2,restocked,29
2562,1441,3797,14,2022-10-22 10:44:38,8.05,8.49,1,fulfilled,45
2563,1441,3797,11,2022-10-22 10:44:38,5.96,6.33,2,restocked,45
2564,1442,3316,14,2021-12-11 12:40:47,7.95,8.49,4,restocked,41
2565,1443,5701,8,2020-11-29 22:56:53,4.45,4.75,4,fulfilled,41
2566,1443,5701,12,2020-11-29 22:56:53,9.23,10.29,2,fulfilled,41
2567,1444,3345,0,2021-10-24 22:04:17,26.16,30.69,4,fulfilled,15
2568,1444,3345,1,2021-10-24 22:04:17,8.83,9.99,3,fulfilled,15
2569,1445,1116,1,2020-10-31 16:33:33,9.06,9.99,2,fulfilled,20
2570,1446,4454,4,2020-12-25 02:05:46,9.49,10.59,3,fulfilled,35
2571,1446,4454,0,2020-12-25 02:05:46,26.8,30.69,2,fulfilled,35
2572,1446,4454,1,2020-12-25 02:05:46,9.49,9.99,1,fulfilled,35
2573,1447,8994,1,2022-11-11 10:15:55,9.47,9.99,1,fulfilled,45
2574,1448,4474,2,2020-07-20 13:50:31,8.38,8.99,3,restocked,39
2575,1448,4474,9,2020-07-20 13:50:31,4.07,4.64,1,fulfilled,39
2576,1449,1553,3,2022-03-26 00:16:07,14.57,15.99,3,fulfilled,5
2577,1450,5103,4,2019-11-26 00:17:29,9.46,10.59,2,fulfilled,43
2578,1450,5103,14,2019-11-26 00:17:29,7.3,8.49,2,fulfilled,43
2579,1451,8023,10,2021-09-08 14:17:57,5.14,5.64,1,fulfilled,5
2580,1452,4232,0,2021-10-25 11:46:59,28.59,30.69,1,restocked,39
2581,1453,7749,0,2022-02-17 02:24:40,28.8,30.69,4,fulfilled,27
2582,1454,7298,8,2019-06-05 19:27:06,4.43,4.75,4,restocked,39
2583,1454,7298,13,2019-06-05 19:27:06,1.41,1.49,3,fulfilled,39
2584,1455,1919,14,2022-07-13 16:09:22,8.02,8.49,2,fulfilled,21
2585,1456,5141,3,2021-07-25 10:03:53,15.1,15.99,1,fulfilled,21
2586,1457,6818,2,2021-07-16 20:24:17,8.46,8.99,2,fulfilled,7
2587,1457,6818,11,2021-07-16 20:24:17,5.74,6.33,1,restocked,7
2588,1458,7400,4,2019-12-10 09:51:31,9.08,10.59,2,restocked,32
2589,1458,7400,6,2019-12-10 09:51:31,8.37,8.98,2,fulfilled,32
2590,1459,6,4,2022-12-10 23:42:52,9.84,10.59,1,fulfilled,34
2591,1459,6,11,2022-12-10 23:42:52,5.85,6.33,2,restocked,34
2592,1459,6,14,2022-12-10 23:42:52,7.89,8.49,1,restocked,34
2593,1460,9501,10,2020-02-04 22:37:32,5.1,5.64,2,restocked,33
2594,1460,9501,3,2020-02-04 22:37:32,13.83,15.99,3,fulfilled,33
2595,1461,4264,4,2020-07-12 15:31:51,9.95,10.59,4,fulfilled,47
2596,1462,9114,1,2018-07-19 07:28:52,8.93,9.99,3,fulfilled,18
2597,1462,9114,6,2018-07-19 07:28:52,7.76,8.98,2,fulfilled,18
2598,1462,9114,5,2018-07-19 07:28:52,3.62,4.07,4,fulfilled,18
2599,1463,1992,1,2022-12-28 22:23:40,8.97,9.99,4,fulfilled,36
2600,1464,508,7,2020-04-24 20:23:28,5.92,6.37,2,restocked,34
2601,1465,7102,1,2018-01-10 19:59:38,9.35,9.99,3,fulfilled,41
2602,1465,7102,6,2018-01-10 19:59:38,8.07,8.98,1,fulfilled,41
2603,1465,7102,11,2018-01-10 19:59:38,5.87,6.33,3,fulfilled,41
2604,1466,9279,12,2022-09-01 09:39:12,9.2,10.29,3,fulfilled,18
2605,1467,5127,8,2022-12-08 12:05:05,4.46,4.75,2,fulfilled,27
2606,1467,5127,7,2022-12-08 12:05:05,5.91,6.37,3,fulfilled,27
2607,1467,5127,5,2022-12-08 12:05:05,3.6,4.07,1,fulfilled,27
2608,1467,5127,1,2022-12-08 12:05:05,8.87,9.99,3,fulfilled,27
2609,1467,5127,11,2022-12-08 12:05:05,5.97,6.33,2,fulfilled,27
2610,1468,9890,6,2022-06-26 12:04:43,8.43,8.98,1,fulfilled,27
2611,1469,1464,5,2021-10-23 04:08:10,3.71,4.07,2,fulfilled,23
2612,1469,1464,6,2021-10-23 04:08:10,7.87,8.98,3,restocked,23
2613,1469,1464,7,2021-10-23 04:08:10,5.92,6.37,4,restocked,23
2614,1469,1464,14,2021-10-23 04:08:10,7.62,8.49,3,restocked,23
2615,1470,5435,11,2019-09-07 11:10:36,5.9,6.33,2,restocked,39
2616,1470,5435,4,2019-09-07 11:10:36,9.94,10.59,4,fulfilled,39
2617,1471,3551,9,2020-10-22 21:43:47,4.22,4.64,4,fulfilled,1
2618,1471,3551,10,2020-10-22 21:43:47,5.21,5.64,1,restocked,1
2619,1471,3551,8,2020-10-22 21:43:47,4.47,4.75,4,restocked,1
2620,1471,3551,1,2020-10-22 21:43:47,9.43,9.99,4,restocked,1
2621,1472,1318,8,2022-01-27 10:15:53,4.46,4.75,1,restocked,47
2622,1472,1318,11,2022-01-27 10:15:53,5.87,6.33,4,fulfilled,47
2623,1473,3857,10,2020-01-19 17:54:18,5.1,5.64,4,fulfilled,33
2624,1474,7233,8,2022-10-01 12:43:16,4.41,4.75,3,fulfilled,34
2625,1475,1834,5,2022-11-16 02:55:00,3.52,4.07,2,fulfilled,12
2626,1475,1834,7,2022-11-16 02:55:00,5.98,6.37,1,fulfilled,12
2627,1476,7191,11,2020-02-05 23:53:29,5.99,6.33,2,fulfilled,22
2628,1477,9021,7,2022-10-04 07:58:48,5.46,6.37,2,fulfilled,32
2629,1478,4668,13,2022-10-25 07:51:19,1.32,1.49,4,restocked,11
2630,1478,4668,8,2022-10-25 07:51:19,4.24,4.75,1,fulfilled,11
2631,1479,122,4,2022-12-24 08:12:21,9.28,10.59,4,fulfilled,0
2632,1480,5197,7,2021-11-10 19:15:10,6.02,6.37,3,fulfilled,22
2633,1480,5197,4,2021-11-10 19:15:10,9.15,10.59,4,fulfilled,22
2634,1481,7280,8,2022-02-13 21:56:37,4.11,4.75,4,fulfilled,12
2635,1481,7280,5,2022-02-13 21:56:37,3.8,4.07,2,restocked,12
2636,1482,5052,8,2020-02-03 04:51:18,4.46,4.75,3,restocked,27
2637,1482,5052,4,2020-02-03 04:51:18,9.16,10.59,4,fulfilled,27
2638,1482,5052,3,2020-02-03 04:51:18,14.97,15.99,4,fulfilled,27
2639,1483,3494,9,2020-10-25 11:28:07,4.27,4.64,4,fulfilled,16
2640,1483,3494,3,2020-10-25 11:28:07,14.37,15.99,2,restocked,16
2641,1484,3083,8,2022-07-31 18:39:10,4.39,4.75,4,restocked,28
2642,1484,3083,1,2022-07-31 18:39:10,9.45,9.99,3,fulfilled,28
2643,1484,3083,12,2022-07-31 18:39:10,9.73,10.29,2,fulfilled,28
2644,1485,5918,13,2021-04-28 11:47:07,1.41,1.49,1,fulfilled,45
2645,1485,5918,0,2021-04-28 11:47:07,28.8,30.69,1,fulfilled,45
2646,1485,5918,2,2021-04-28 11:47:07,8.13,8.99,1,fulfilled,45
2647,1486,9067,8,2021-09-03 00:49:52,4.43,4.75,4,fulfilled,39
2648,1486,9067,1,2021-09-03 00:49:52,9.41,9.99,2,fulfilled,39
2649,1487,3150,3,2022-05-09 23:40:15,13.82,15.99,3,fulfilled,6
2650,1488,774,6,2022-09-19 15:09:13,7.81,8.98,4,restocked,25
2651,1489,7058,12,2021-02-19 18:46:56,9.05,10.29,4,fulfilled,40
2652,1490,3040,12,2021-10-18 11:44:43,9.33,10.29,1,restocked,20
2653,1491,709,3,2022-11-10 06:37:23,15.1,15.99,4,fulfilled,21
2654,1492,9751,3,2022-11-07 08:21:02,14.28,15.99,4,fulfilled,43
2655,1493,3698,2,2021-11-11 04:29:35,8.3,8.99,3,fulfilled,28
2656,1494,8276,2,2022-12-11 13:33:31,8.45,8.99,1,restocked,47
2657,1495,1342,0,2020-10-06 09:10:24,27.26,30.69,2,fulfilled,19
2658,1495,1342,5,2020-10-06 09:10:24,3.54,4.07,2,fulfilled,19
2659,1495,1342,4,2020-10-06 09:10:24,9.66,10.59,2,fulfilled,19
2660,1496,2860,2,2022-03-03 20:16:17,8.35,8.99,4,fulfilled,34
2661,1497,2975,2,2021-09-04 16:24:01,8.46,8.99,4,fulfilled,7
2662,1498,8836,7,2020-12-18 10:45:20,5.79,6.37,2,fulfilled,1
2663,1499,174,10,2022-01-15 23:50:48,5.21,5.64,1,fulfilled,28
2664,1499,174,11,2022-01-15 23:50:48,5.44,6.33,1,restocked,28
2665,1500,4012,10,2021-03-21 00:13:17,5.25,5.64,2,restocked,39
2666,1501,2907,1,2022-10-19 04:02:27,9.49,9.99,3,fulfilled,8
2667,1502,786,0,2022-12-14 11:38:21,27.99,30.69,2,restocked,23
2668,1502,786,1,2022-12-14 11:38:21,9.19,9.99,4,fulfilled,23
2669,1503,8274,9,2022-12-02 20:49:16,4.38,4.64,3,fulfilled,46
2670,1503,8274,11,2022-12-02 20:49:16,5.68,6.33,2,fulfilled,46
2671,1503,8274,5,2022-12-02 20:49:16,3.76,4.07,4,fulfilled,46
2672,1504,9376,2,2022-12-29 18:07:39,8.47,8.99,4,fulfilled,4
2673,1504,9376,5,2022-12-29 18:07:39,3.6,4.07,1,fulfilled,4
2674,1505,325,3,2022-12-26 10:19:14,15.14,15.99,1,fulfilled,10
2675,1505,325,5,2022-12-26 10:19:14,3.7,4.07,3,fulfilled,10
2676,1506,4405,4,2021-01-11 18:44:55,9.36,10.59,4,fulfilled,11
2677,1507,2200,0,2018-06-29 06:05:24,26.8,30.69,1,fulfilled,30
2678,1507,2200,11,2018-06-29 06:05:24,5.9,6.33,2,restocked,30
2679,1508,8987,11,2022-02-04 00:45:03,5.55,6.33,1,restocked,0
2680,1509,8121,4,2021-09-18 14:38:42,9.15,10.59,4,fulfilled,6
2681,1510,6823,4,2022-03-20 22:25:40,9.1,10.59,2,fulfilled,3
2682,1510,6823,0,2022-03-20 22:25:40,26.37,30.69,3,fulfilled,3
2683,1510,6823,8,2022-03-20 22:25:40,4.26,4.75,1,fulfilled,3
2684,1511,7148,2,2017-03-11 22:45:02,7.99,8.99,1,fulfilled,13
2685,1511,7148,13,2017-03-11 22:45:02,1.29,1.49,2,restocked,13
2686,1511,7148,1,2017-03-11 22:45:02,8.59,9.99,1,restocked,13
2687,1511,7148,0,2017-03-11 22:45:02,28.98,30.69,3,restocked,13
2688,1512,441,2,2022-01-14 13:47:34,8.44,8.99,3,restocked,27
2689,1513,8887,6,2022-12-09 12:46:45,8.02,8.98,3,fulfilled,43
2690,1514,8695,8,2022-03-14 11:01:23,4.08,4.75,3,restocked,50
2691,1515,7365,10,2022-05-28 19:35:16,5.35,5.64,4,fulfilled,26
2692,1515,7365,13,2022-05-28 19:35:16,1.28,1.49,1,fulfilled,26
2693,1516,5762,12,2022-09-28 04:55:59,8.89,10.29,1,fulfilled,6
2694,1517,1892,7,2022-10-23 20:07:15,5.51,6.37,2,fulfilled,6
2695,1518,6755,8,2022-02-20 07:25:32,4.11,4.75,4,restocked,12
2696,1519,4848,10,2021-07-21 00:29:41,5.19,5.64,4,fulfilled,16
2697,1519,4848,11,2021-07-21 00:29:41,5.93,6.33,4,restocked,16
2698,1519,4848,2,2021-07-21 00:29:41,8.38,8.99,3,restocked,16
2699,1519,4848,13,2021-07-21 00:29:41,1.29,1.49,1,restocked,16
2700,1520,664,8,2021-11-19 09:47:34,4.43,4.75,1,restocked,49
2701,1521,9700,1,2021-03-15 01:23:18,9.23,9.99,3,fulfilled,28
2702,1521,9700,9,2021-03-15 01:23:18,4.12,4.64,1,fulfilled,28
2703,1521,9700,11,2021-03-15 01:23:18,5.47,6.33,4,fulfilled,28
2704,1522,9148,12,2022-05-31 19:06:29,9.74,10.29,3,fulfilled,17
2705,1523,2783,0,2022-04-08 08:54:10,26.55,30.69,2,fulfilled,12
2706,1524,187,14,2022-04-29 09:11:14,8.04,8.49,1,restocked,17
2707,1525,7407,12,2022-12-14 15:12:10,9.72,10.29,4,fulfilled,21
2708,1525,7407,11,2022-12-14 15:12:10,5.9,6.33,2,fulfilled,21
2709,1526,1334,5,2021-05-09 01:39:55,3.64,4.07,2,fulfilled,18
2710,1526,1334,10,2021-05-09 01:39:55,4.85,5.64,4,fulfilled,18
2711,1526,1334,9,2021-05-09 01:39:55,3.98,4.64,2,fulfilled,18
2712,1526,1334,8,2021-05-09 01:39:55,4.07,4.75,3,fulfilled,18
2713,1526,1334,3,2021-05-09 01:39:55,14.19,15.99,4,fulfilled,18
2714,1527,3844,13,2022-06-26 07:34:27,1.4,1.49,2,fulfilled,48
2715,1527,3844,3,2022-06-26 07:34:27,13.83,15.99,4,fulfilled,48
2716,1527,3844,10,2022-06-26 07:34:27,5.28,5.64,1,fulfilled,48
2717,1528,3763,0,2022-12-26 10:33:01,27.44,30.69,3,fulfilled,18
2718,1528,3763,3,2022-12-26 10:33:01,14.26,15.99,3,fulfilled,18
2719,1528,3763,13,2022-12-26 10:33:01,1.28,1.49,1,fulfilled,18
2720,1529,5227,13,2022-12-03 06:55:24,1.35,1.49,3,fulfilled,20
2721,1530,2257,0,2021-01-27 17:29:04,27.58,30.69,3,restocked,9
2722,1530,2257,2,2021-01-27 17:29:04,8.08,8.99,3,fulfilled,9
2723,1530,2257,4,2021-01-27 17:29:04,9.46,10.59,2,fulfilled,9
2724,1530,2257,11,2021-01-27 17:29:04,5.65,6.33,3,fulfilled,9
2725,1531,1384,11,2022-10-26 13:49:53,5.65,6.33,3,fulfilled,43
2726,1532,988,11,2022-05-21 06:50:59,5.44,6.33,2,restocked,50
2727,1532,988,8,2022-05-21 06:50:59,4.5,4.75,4,fulfilled,50
2728,1532,988,6,2022-05-21 06:50:59,8.43,8.98,1,fulfilled,50
2729,1533,6727,2,2022-01-20 12:45:35,7.99,8.99,3,fulfilled,13
2730,1533,6727,14,2022-01-20 12:45:35,7.84,8.49,2,fulfilled,13
2731,1534,8547,13,2022-09-11 00:51:35,1.28,1.49,4,fulfilled,31
2732,1535,3954,13,2022-12-19 06:29:13,1.36,1.49,2,fulfilled,23
2733,1536,5705,13,2022-10-13 14:36:11,1.39,1.49,4,fulfilled,39
2734,1537,5340,9,2022-05-17 19:52:32,4.38,4.64,1,fulfilled,46
2735,1537,5340,3,2022-05-17 19:52:32,13.71,15.99,3,restocked,46
2736,1537,5340,7,2022-05-17 19:52:32,5.47,6.37,2,restocked,46
2737,1537,5340,12,2022-05-17 19:52:32,9.73,10.29,1,restocked,46
2738,1537,5340,14,2022-05-17 19:52:32,7.3,8.49,1,restocked,46
2739,1537,5340,10,2022-05-17 19:52:32,4.93,5.64,2,restocked,46
2740,1537,5340,6,2022-05-17 19:52:32,7.76,8.98,1,restocked,46
2741,1538,1321,3,2020-03-28 01:39:02,14.91,15.99,4,restocked,38
2742,1538,1321,10,2020-03-28 01:39:02,5.29,5.64,2,fulfilled,38
2743,1539,1246,10,2019-10-10 22:31:59,5.3,5.64,1,fulfilled,47
2744,1539,1246,13,2019-10-10 22:31:59,1.41,1.49,2,fulfilled,47
2745,1540,5472,0,2020-09-09 11:59:27,29.14,30.69,4,fulfilled,8
2746,1540,5472,6,2020-09-09 11:59:27,7.9,8.98,4,fulfilled,8
2747,1541,9482,4,2022-08-03 23:26:29,9.47,10.59,1,fulfilled,18
2748,1542,2924,12,2022-06-12 07:57:54,9.76,10.29,4,restocked,26
2749,1543,946,7,2018-03-27 02:20:12,6.05,6.37,1,fulfilled,8
2750,1544,6712,10,2019-08-15 19:31:29,4.92,5.64,3,restocked,42
2751,1544,6712,0,2019-08-15 19:31:29,28.78,30.69,1,fulfilled,42
2752,1545,8598,0,2022-08-06 21:17:58,28.48,30.69,1,fulfilled,14
2753,1545,8598,13,2022-08-06 21:17:58,1.39,1.49,4,fulfilled,14
2754,1546,9647,5,2021-07-13 22:28:26,3.69,4.07,3,fulfilled,20
2755,1546,9647,0,2021-07-13 22:28:26,28.59,30.69,2,fulfilled,20
2756,1547,3742,12,2022-07-21 21:31:24,8.85,10.29,1,fulfilled,3
2757,1547,3742,10,2022-07-21 21:31:24,5.19,5.64,1,restocked,3
2758,1548,533,3,2022-10-09 05:34:31,14.45,15.99,4,restocked,33
2759,1549,9108,1,2022-08-29 14:55:35,9.06,9.99,2,fulfilled,20
2760,1549,9108,8,2022-08-29 14:55:35,4.28,4.75,1,restocked,20
2761,1550,1197,1,2020-01-08 07:21:22,8.87,9.99,1,restocked,37
2762,1551,2,3,2022-07-31 16:25:58,13.9,15.99,4,fulfilled,25
2763,1552,6620,8,2022-08-10 06:49:30,4.5,4.75,2,fulfilled,26
2764,1552,6620,5,2022-08-10 06:49:30,3.79,4.07,1,fulfilled,26
2765,1552,6620,7,2022-08-10 06:49:30,5.73,6.37,3,fulfilled,26
2766,1553,1208,1,2018-05-30 06:05:42,8.87,9.99,2,fulfilled,19
2767,1553,1208,11,2018-05-30 06:05:42,5.44,6.33,3,restocked,19
2768,1554,1830,0,2023-01-01 01:42:47,28.91,30.69,3,restocked,4
2769,1555,8349,5,2021-09-12 03:58:39,3.7,4.07,1,fulfilled,1
2770,1556,6980,0,2020-08-05 11:19:29,28.89,30.69,1,fulfilled,7
2771,1556,6980,8,2020-08-05 11:19:29,4.11,4.75,3,fulfilled,7
2772,1557,6661,11,2022-03-16 10:12:22,5.44,6.33,2,fulfilled,31
2773,1558,8358,10,2022-11-13 17:57:37,4.99,5.64,2,fulfilled,11
2774,1558,8358,4,2022-11-13 17:57:37,9.57,10.59,2,fulfilled,11
2775,1558,8358,13,2022-11-13 17:57:37,1.41,1.49,2,fulfilled,11
2776,1559,8959,10,2020-02-29 09:05:42,5.14,5.64,1,fulfilled,5
2777,1559,8959,3,2020-02-29 09:05:42,14.02,15.99,1,restocked,5
2778,1559,8959,0,2020-02-29 09:05:42,28.91,30.69,2,restocked,5
2779,1560,2860,11,2022-01-14 02:03:55,6.01,6.33,4,restocked,8
2780,1561,691,7,2019-04-05 19:43:46,5.71,6.37,4,fulfilled,35
2781,1561,691,13,2019-04-05 19:43:46,1.36,1.49,2,restocked,35
2782,1561,691,11,2019-04-05 19:43:46,5.65,6.33,3,restocked,35
2783,1561,691,14,2019-04-05 19:43:46,7.34,8.49,3,restocked,35
2784,1562,5660,9,2018-05-04 10:33:06,4.1,4.64,2,restocked,11
2785,1562,5660,8,2018-05-04 10:33:06,4.16,4.75,2,fulfilled,11
2786,1562,5660,6,2018-05-04 10:33:06,8.42,8.98,4,fulfilled,11
2787,1562,5660,11,2018-05-04 10:33:06,5.9,6.33,1,fulfilled,11
2788,1562,5660,0,2018-05-04 10:33:06,28.62,30.69,4,fulfilled,11
2789,1563,9182,1,2022-02-26 09:54:29,8.88,9.99,1,fulfilled,13
2790,1563,9182,4,2022-02-26 09:54:29,10.04,10.59,1,fulfilled,13
2791,1564,7427,8,2022-09-25 17:13:03,4.2,4.75,3,fulfilled,11
2792,1565,4727,5,2022-06-08 07:22:53,3.84,4.07,2,fulfilled,21
2793,1565,4727,12,2022-06-08 07:22:53,9.2,10.29,3,fulfilled,21
2794,1566,4555,3,2022-02-01 13:52:00,14.58,15.99,4,fulfilled,23
2795,1567,1867,1,2020-10-16 17:48:30,9.28,9.99,3,fulfilled,34
2796,1568,3824,1,2021-07-14 18:44:05,9.06,9.99,1,restocked,20
2797,1569,5463,2,2020-04-12 05:39:10,8.38,8.99,1,fulfilled,38
2798,1570,6109,8,2022-11-25 22:38:12,4.26,4.75,4,fulfilled,36
2799,1570,6109,1,2022-11-25 22:38:12,9.45,9.99,3,fulfilled,36
2800,1570,6109,14,2022-11-25 22:38:12,8.04,8.49,3,fulfilled,36
2801,1571,2490,10,2019-02-16 17:09:53,5.03,5.64,3,fulfilled,24
2802,1571,2490,3,2019-02-16 17:09:53,15.03,15.99,3,restocked,24
2803,1572,8796,13,2022-01-11 22:24:54,1.34,1.49,1,restocked,9
2804,1573,4512,13,2020-06-22 09:38:14,1.32,1.49,2,fulfilled,19
2805,1573,4512,11,2020-06-22 09:38:14,5.99,6.33,2,restocked,19
2806,1573,4512,1,2020-06-22 09:38:14,9.46,9.99,4,restocked,19
2807,1573,4512,7,2020-06-22 09:38:14,5.66,6.37,3,restocked,19
2808,1574,138,4,2021-12-14 20:16:03,9.15,10.59,1,restocked,6
2809,1574,138,7,2021-12-14 20:16:03,5.92,6.37,2,fulfilled,6
2810,1575,4696,4,2018-10-10 20:30:38,9.41,10.59,1,fulfilled,19
2811,1576,9797,6,2022-12-03 16:19:44,8.05,8.98,4,fulfilled,35
2812,1577,2372,1,2022-03-08 01:49:20,9.06,9.99,4,fulfilled,20
2813,1577,2372,12,2022-03-08 01:49:20,9.35,10.29,1,restocked,20
2814,1577,2372,11,2022-03-08 01:49:20,5.97,6.33,2,restocked,20
2815,1577,2372,4,2022-03-08 01:49:20,9.84,10.59,4,restocked,20
2816,1578,2529,12,2022-12-30 00:54:29,9.12,10.29,3,restocked,44
2817,1578,2529,10,2022-12-30 00:54:29,5.29,5.64,2,fulfilled,44
2818,1579,166,11,2022-03-25 21:51:43,5.6,6.33,4,fulfilled,11
2819,1580,394,11,2022-09-19 18:37:17,5.4,6.33,3,restocked,15
2820,1581,7844,2,2021-02-07 14:43:45,8.27,8.99,1,fulfilled,16
2821,1581,7844,14,2021-02-07 14:43:45,7.72,8.49,1,fulfilled,16
2822,1582,9513,11,2019-10-25 06:46:22,5.74,6.33,3,fulfilled,20
2823,1583,730,3,2022-01-29 02:33:10,13.74,15.99,1,fulfilled,50
2824,1583,730,2,2022-01-29 02:33:10,8.04,8.99,2,restocked,50
2825,1583,730,11,2022-01-29 02:33:10,5.7,6.33,1,restocked,50
2826,1583,730,10,2022-01-29 02:33:10,4.94,5.64,3,restocked,50
2827,1583,730,0,2022-01-29 02:33:10,28.84,30.69,2,restocked,50
2828,1584,4800,9,2020-03-26 09:20:50,4.39,4.64,2,restocked,10
2829,1584,4800,5,2020-03-26 09:20:50,3.6,4.07,2,fulfilled,10
2830,1584,4800,11,2020-03-26 09:20:50,5.9,6.33,2,fulfilled,10
2831,1585,9981,11,2020-03-27 10:57:30,5.4,6.33,3,fulfilled,15
2832,1586,6854,9,2019-02-12 12:51:48,4.41,4.64,1,fulfilled,8
2833,1587,7471,5,2020-07-22 15:08:47,3.67,4.07,3,fulfilled,2
2834,1588,4217,2,2022-08-04 22:21:19,7.71,8.99,3,fulfilled,32
